Year,Date,Time,Location, Crash Type ,Crash Type #,Number of IMT Teams,Number of UHP Teams,RT,Response Time IMT,Response Time UHP,RCT for IMT,RCT for  UHP,ICT for IMT,ICT for  UHP,Lanes at Bottleneck,Number of Lanes Closed,,Affected Volume,Total Excess Travel Time,Total Teams,% Trucks, Individual Hourly Cost , Truck Hourly Cost ,AVO,Cost ($),Time Range,Time Range #,Excess Travel Time Per Vehicle (hours) ,T0,T1,T7,T1-T0,T7-T5,T7-T0,T5-T0,T7-T0 mod,
2018,6/19/2018,8:56:32,279002 I15 NB                                               ,PD Crash,3,2,2,14.80032,0.010278,0.00662,0.02463,0.02463,0.025255,0.043634,5,1,0.2,2633,177.03,4,6.88%,$17.81 ,$53.69 ,1.11,"$3,912.87 ",AM Peak,2,0.0672,8:55,8:56,9:35,0:01,0:03,0:40,0:37,40,
2018,6/19/2018,9:23:54,278101 I15 NB,PI Crash,2,2,5,8.88336,0.006169,0.002269,0.027153,0.027153,0.030752,0.13816,6,2,0.333,3959,306.97,7,10.06%,$17.81 ,$53.69 ,1.34,"$8,246.72 ",Afternoon Off Peak,3,0.0775,9:23,9:23,10:10,0:00,0:07,0:47,0:40,47,
2018,6/19/2018,15:18:33,284049 I15 SB,PI Crash,2,2,3,18.18288,0.012627,0.003345,0.024618,0.024618,0.030313,0.042905,6,1,0.167,11418,375.6,5,10.06%,$17.81 ,$53.69 ,1.36,"$10,210.79 ",Afternoon Off Peak,3,0.0329,15:18,15:18,16:55,0:00,1:01,1:37,0:36,97,
2018,6/19/2018,17:39:19,500 S I15 NB,PI Crash,2,1,2,7.36704,0.005116,0,0.038669,0.038669,0.035544,0.060799,4,1,0.25,7912,252.59,3,7.96%,$17.81 ,$53.69 ,1.32,"$6,544.72 ",PM Peak,4,0.0319,17:35,17:39,18:40,0:04,0:05,1:05,1:00,65,
2018,6/20/2018,17:52:16,1000 N I15 SB                                               ,PI Crash,2,2,5,17.39952,0.012083,0.006285,0.056759,0.056759,0.090093,0.103542,4,3,0.75,6771,987.55,7,7.96%,$17.81 ,$53.69 ,1.22,"$23,968.98 ",PM Peak,4,0.1458,17:50,17:52,19:30,0:02,0:16,1:40,1:24,100,
2018,6/20/2018,17:02:33,274530 I15 NB                                               ,PI Crash,2,2,2,7.60032,0.005278,0.015938,0.000313,0.000313,0.05162,0.063299,6,1,0.167,8176,634.21,4,7.96%,$17.81 ,$53.69 ,1.32,"$16,432.67 ",PM Peak,4,0.0776,17:00,17:02,18:15,0:02,1:12,1:15,0:03,75,
2018,6/20/2018,8:58:01,2400 N I15 SB,PD Crash,3,1,1,14.48352,0.010058,0.015035,0.015961,0.015961,0.020648,0.072072,4,1,0.25,3321,62.67,2,6.88%,$17.81 ,$53.69 ,1.17,"$1,447.55 ",AM Peak,2,0.0189,8:55,8:58,9:25,0:03,0:04,0:30,0:26,30,
2018,6/20/2018,9:17:43,5900 S I15 SB,PD Crash,3,1,5,19.86624,0.013796,0.005671,0.023808,0.023808,0.036157,0.064282,5,2,0.4,6272,481.42,6,10.06%,$17.81 ,$53.69 ,1.36,"$13,087.54 ",Afternoon Off Peak,3,0.0768,9:15,9:17,10:15,0:02,0:23,1:00,0:37,60,
2018,6/20/2018,15:13:08,273995 I15 SB                                               ,PI Crash,2,2,3,16.08336,0.011169,0.00544,0.029769,0.029769,0.054479,0.0586,6,3,0.5,12547,945.18,5,10.06%,$17.81 ,$53.69 ,1.36,"$25,694.98 ",Afternoon Off Peak,3,0.0753,15:10,15:13,17:05,0:03,1:09,1:55,0:46,115,
2018,6/21/2018,15:41:53,2100 S I15 NB                                               ,PD Crash,3,1,2,43.60032,0.030278,0.000012,0.071609,0.071609,0.078762,0.067396,4,4,1,18748,4450.53,3,10.06%,$17.81 ,$53.69 ,1.34,"$119,563.06 ",Afternoon Off Peak,3,0.2374,15:40,15:41,18:55,0:01,1:30,3:15,1:45,195,
2018,6/21/2018,15:33:49,2300 N I215W NB                                             ,PD Crash,3,1,2,58.84992,0.040868,0.009398,0.070961,0.070961,0.073021,0.069988,3,1,0.333,13558,2161.62,3,5.96%,$17.81 ,$53.69 ,1.35,"$55,792.34 ",Afternoon Off Peak,3,0.1594,15:33,15:33,18:30,0:00,1:14,2:57,1:43,177,
2018,6/21/2018,1:24:31,259003 I15 SB                                               ,Fatal,1,2,6,76.8672,0.05338,0.006736,0.128808,0.128808,0.136678,0.160532,6,6,1,1200,9.9,8,14.65%,$17.81 ,$53.69 ,1.36,$282.53 ,Morning Off Peak,1,0.0083,1:24,1:24,4:40,0:00,0:10,3:16,3:06,196,
2018,6/22/2018,13:00:52,9400 S I15 NB                                               ,PD Crash,3,1,1,3.15072,0.002188,0.010961,0.002176,0.002176,0.053067,0.053183,6,1,0.167,15051,1112.69,2,10.06%,$17.81 ,$53.69 ,1.34,"$29,892.31 ",Afternoon Off Peak,3,0.0739,12:57,13:00,15:10,0:03,2:06,2:13,0:07,133,
2018,6/26/2018,18:11:38,1000 N I15 NB                                               ,PI Crash,2,2,2,10.2672,0.00713,0.005266,0.027338,0.027338,0.040694,0.045984,4,1,0.25,7606,380.01,4,7.96%,$17.81 ,$53.69 ,1.32,"$9,846.23 ",PM Peak,4,0.05,18:10,18:11,19:20,0:01,0:29,1:10,0:41,70,
2018,6/26/2018,13:41:14,4900 S I15 SB                                               ,PI Crash,2,2,3,5.1336,0.003565,0,0.013738,0.013738,0.009132,0.070093,5,1,0.2,5827,127.91,5,10.06%,$17.81 ,$53.69 ,1.36,"$3,477.27 ",Afternoon Off Peak,3,0.022,13:38,13:41,14:20,0:03,0:18,0:42,0:23,42,
2018,6/26/2018,10:10:40,8100 S I15 NB                                               ,PI Crash,2,1,7,9.23328,0.006412,0.000012,0.048148,0.048148,0.049005,0.102141,6,3,0.5,11813,1565.1,8,10.06%,$17.81 ,$53.69 ,1.34,"$42,046.26 ",Afternoon Off Peak,3,0.1325,10:09,10:10,12:00,0:01,0:40,1:51,1:11,111,
2018,6/27/2018,8:01:40,2900 S I15 NB                                               ,PD Crash,3,2,2,5.06736,0.003519,0.002894,0.02037,0.02037,0.023125,0.0586,6,1,0.167,8632,267.66,4,6.88%,$17.81 ,$53.69 ,1.11,"$5,916.05 ",AM Peak,2,0.031,8:00,8:01,9:00,0:01,0:29,1:00,0:31,60,
2018,6/28/2018,18:33:50,6000 S I15 SB                                               ,PD Crash,3,1,2,19.2168,0.013345,0.011053,0.07581,0.07581,0.075949,0.104063,5,1,0.2,8633,323.47,3,6.18%,$17.81 ,$53.69 ,1.36,"$8,423.57 ",Night Off Peak,5,0.0375,18:30,18:33,20:00,0:03,###############################################################################################################################################################################################################################################################,1:30,1:53,90,
2022,3/31/2022,8:10:56,1100 S I15 SB                                               ,PD Crash,3,2,10,15.00048,0.010417,0.006481,0.075046,0.075046,0.079306,0.089942,5,3,0.6,7382,805.33,12,12.10%,$17.81 ,$53.69 ,1.36,"$17,146.11 ",AM Peak,2,0.109093742,8:10,8:10,10:00,0:00,0:01,1:50,1:49,110,
2022,3/30/2022,16:15:23,756 W I215S EB; MM 12 I215S EB                              ,PD Crash,3,1,2,20.9664,0.01456,0.008333,0.015706,0.015706,0.019537,0.057917,4,1,0.25,5316,148.72,3,3.20%,$17.81 ,$53.69 ,1.27,"$3,256.21 ",PM Peak,4,0.027975922,16:15,16:15,17:00,0:00,0:22,0:45,0:23,45,
2022,3/30/2022,10:27:40,1400 E I80 EB                                               ,PD Crash,3,1,3,11.7504,0.00816,0,0.004398,0.004398,0.028866,0.035428,3,1,0.333,1049,31.49,4,9.90%,$17.81 ,$53.69 ,1.35,$812.36 ,Afternoon Off Peak,3,0.030019066,10:25,10:27,10:40,0:02,0:06,0:15,0:09,15,
2022,3/28/2022,14:52:32,1500 E I80 EB,PI Crash,2,2,2,73.59984,0.051111,0.008762,0.059352,0.059352,0.057361,0.057361,3,1,0.333,6198,198.62,4,4.80%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.032045821,14:50,14:52,16:20,0:02,0:02,1:30,1:28,90,
2022,3/27/2022,14:40:11,7800 S I15 SB,PI Crash,2,1,4,11.35008,0.007882,0.001806,0.008206,0.008206,0.050671,0.05897,7,3,0.429,3171,52.82,5,6.20%,$17.81 ,$53.69 ,1.36,"$1,480.82 ",Afternoon Off Peak,3,0.016657206,14:40,14:40,15:05,0:00,0:13,0:25,0:12,25,
2022,3/26/2022,12:50:40,273003 I15 NB; MM 273 I15 NB                                ,PI Crash,2,1,6,8.39952,0.005833,0.006215,0.028009,0.028009,0.095903,0.096019,6,4,0.667,5282,66.63,7,6.60%,$17.81 ,$53.69 ,1.34,"$1,735.62 ",Afternoon Off Peak,3,0.01261454,12:50,12:50,13:35,0:00,0:04,0:45,0:41,45,
2022,3/26/2022,10:42:22,11114 S I15 NB; MM 293 I15 NB                               ,PD Crash,3,2,1,10.76688,0.007477,0.003229,0.00044,0.00044,0.020405,0.038993,6,1,0.167,2039,6.83,3,5.50%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.003349681,10:40,10:42,10:50,0:02,0:07,0:10,0:03,10,
2022,3/25/2022,14:12:18,12300 S I15 SB                                              ,PI Crash,2,1,9,20.73312,0.014398,0.00647,0.101875,0.101875,0.107257,0.12787,6,6,1,21716,4053.53,10,8.20%,$17.81 ,$53.69 ,1.36,"$133,658.78 ",Afternoon Off Peak,3,0.186660987,14:10,14:12,17:00,0:02,0:21,2:50,2:29,170,
2022,3/24/2022,17:46:01,275943 I15 NB; MM 276 I15 NB                                ,PI Crash,2,2,4,11.60064,0.008056,0.006192,0.025683,0.025683,0.043079,0.050197,6,4,0.667,6273,837.2,6,7.10%,$17.81 ,$53.69 ,1.32,"$25,116.78 ",PM Peak,4,0.133460864,17:45,17:46,18:45,0:01,0:22,1:00,0:38,60,
2022,3/23/2022,17:40:52,3542 S I15 NB; MM 303 I15 NB                                ,PD Crash,3,3,2,25.48368,0.017697,0.00265,0.059815,0.059815,0.060069,0.060069,6,2,0.333,9647,398.55,5,10.90%,$17.81 ,$53.69 ,1.34,"$10,636.01 ",PM Peak,4,0.041313362,17:40,17:40,19:05,0:00,###############################################################################################################################################################################################################################################################,1:25,1:27,85,
2022,3/23/2022,9:31:35,255999 I15 SB; MM 256 I15 SB                                ,PI Crash,2,2,4,9.5328,0.00662,0.004873,0.031539,0.031539,0.066146,0.081539,3,3,1,1569,76.6,6,26.80%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.048820905,9:40,9:31,10:30,###############################################################################################################################################################################################################################################################,0:13,0:50,0:37,50,
2022,3/23/2022,8:43:36,700 E I215S EB                                              ,PI Crash,2,1,1,12.08304,0.008391,0.011042,0.018333,0.018333,0.023113,0.086748,3,1,0.333,2340,34.41,2,5.10%,$17.81 ,$53.69 ,1.14,$784.94 ,AM Peak,2,0.014705128,8:55,8:43,9:20,###############################################################################################################################################################################################################################################################,0:10,0:25,0:15,25,
2022,3/22/2022,10:30:25,4700 S I215W SB                                             ,PD Crash,3,1,4,10.50048,0.007292,0.005382,0.014988,0.014988,0.044051,0.046644,4,2,0.5,723,2.93,5,13.90%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.004052559,10:35,10:30,10:45,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,0:10,0:17,10,
2022,3/21/2022,7:00:59,3100 S I15 NB                                               ,PD Crash,3,2,2,3.88368,0.002697,0.009271,0.011123,0.011123,0.042037,0.058715,6,5,0.833,15209,582.41,4,10.40%,$17.81 ,$53.69 ,1.11,"$12,129.93 ",AM Peak,2,0.038293773,7:00,7:00,8:40,0:00,1:23,1:40,0:17,100,
2022,3/20/2022,13:13:19,1848 E I215S EB; MM 8 I215S EB                              ,PI Crash,2,1,3,#VALUE!,###############################################################################################################################################################################################################################################################,0.006331,0.008808,0.008808,0.006667,0.048241,3,1,0.333,1241,6.39,4,3.50%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.005149073,13:15,13:13,13:35,###############################################################################################################################################################################################################################################################,0:09,0:20,0:11,20,
2022,3/19/2022,15:37:18,3356 S I215E NB; MM 2 I215E NB                              ,PI Crash,2,1,2,17.19936,0.011944,0.011887,0.010208,0.010208,0.034225,0.04794,3,1,0.333,1098,9.7,3,5.90%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.008834244,15:35,15:37,16:00,0:02,0:08,0:25,0:17,25,
2022,3/18/2022,10:42:52,9467 S I15 SB; MM 295 I15 SB                                ,PI Crash,2,2,4,8.35056,0.005799,0.005995,0.042454,0.042454,0.043275,0.196655,6,2,0.333,6672,386.77,6,11.50%,$17.81 ,$53.69 ,1.36,"$10,450.48 ",Afternoon Off Peak,3,0.057969125,10:40,10:42,11:45,0:02,0:01,1:05,1:04,65,
2022,3/17/2022,6:31:44,1000 E I215S WB                                             ,PD Crash,3,2,3,13.8672,0.00963,0.00647,0.052963,0.052963,0.052998,0.05316,3,2,0.667,2967,16.46,5,1.80%,$17.81 ,$53.69 ,1.14,$407.71 ,AM Peak,2,0.005547691,6:40,6:31,7:50,###############################################################################################################################################################################################################################################################,0:02,1:10,1:08,70,
2022,3/16/2022,17:44:50,273003 I15 NB; MM 273 I15 NB                                ,PD Crash,3,1,4,18.43344,0.012801,0.014745,0.043866,0.043866,0.064491,0.066921,6,1,0.167,7485,238.02,5,6.30%,$17.81 ,$53.69 ,1.32,"$6,086.57 ",PM Peak,4,0.031799599,17:40,17:44,18:40,0:04,###############################################################################################################################################################################################################################################################,1:00,1:08,60,
2022,3/16/2022,17:05:50,7200 S I15 SB,PI Crash,2,1,2,14.85072,0.010313,0.006597,0.023032,0.023032,0.023785,0.046088,6,1,0.167,9515,422.66,3,6.60%,$17.81 ,$53.69 ,1.22,"$14,386.83 ",PM Peak,4,0.044420389,17:10,17:05,18:30,###############################################################################################################################################################################################################################################################,0:51,1:20,0:29,80,
2022,3/16/2022,8:08:06,587 E I80 WB; MM 124 I80 WB,PI Crash,2,2,4,#VALUE!,###############################################################################################################################################################################################################################################################,0.007975,0.038819,0.038819,0.026481,0.050255,5,2,0.4,5806,61.78,6,17.10%,$17.81 ,$53.69 ,1.35,"$1,553.15 ",AM Peak,2,0.010640717,8:05,8:08,9:10,0:03,0:06,1:05,0:59,65,
2022,3/14/2022,8:53:40,2900 S I215W NB                                             ,PI Crash,2,1,2,17.06688,0.011852,0.007326,0.03287,0.03287,0.085486,0.161806,4,2,0.5,2222,52,3,5.40%,$17.81 ,$53.69 ,1.14,"$1,149.53 ",AM Peak,2,0.02340234,8:55,8:53,9:25,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,0:30,0:46,30,
2022,3/12/2022,4:50:51,600 S I15 NB,Fatal,1,2,14,67.91616,0.047164,0.004051,0.179965,0.179965,0.189618,0.26794,5,4,0.8,6957,358.11,16,8.20%,$17.81 ,$53.69 ,1.34,"$10,498.95 ",Morning Off Peak,1,0.051474774,4:55,4:50,9:10,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,4:15,4:15,255,
2022,3/1/2022,8:09:48,4300 S I15 SB                                               ,PD Crash,3,2,3,4.36608,0.003032,0.003299,0.010556,0.010556,0.020613,0.060451,7,1,0.143,3169,19.42,5,9.90%,$17.81 ,$53.69 ,1.36,$478.03 ,AM Peak,2,0.006128116,8:10,8:09,8:30,###############################################################################################################################################################################################################################################################,0:05,0:20,0:15,20,
2022,3/11/2022,16:25:50,7300 S I15 SB                                               ,PD Crash,3,1,2,#VALUE!,###############################################################################################################################################################################################################################################################,0.012789,0.014699,0.014699,0.029537,0.060845,5,2,0.4,11029,138.06,3,11.90%,$17.81 ,$53.69 ,1.22,"$2,998.62 ",PM Peak,4,0.012517907,16:30,16:25,18:10,###############################################################################################################################################################################################################################################################,1:23,1:40,0:17,100,
2022,3/1/2022,9:23:41,600 N I15 SB,PI Crash,2,1,1,6.2496,0.00434,0.000012,0.050914,0.050914,0.051007,0.065359,4,2,0.5,4914,205.1,2,30.10%,$17.81 ,$53.69 ,1.36,"$5,377.57 ",Afternoon Off Peak,3,0.041737892,9:20,9:23,10:40,0:03,0:03,1:20,1:17,80,
2022,3/11/2022,13:17:38,279008 I15 SB; MM 279 I15 SB                                ,PD Crash,3,3,3,6.76656,0.004699,0.003634,0.014838,0.014838,0.165926,0.024745,6,1,0.167,2763,45.41,6,12.00%,$17.81 ,$53.69 ,1.36,"$1,377.51 ",Afternoon Off Peak,3,0.016435034,13:15,13:17,13:40,0:02,0:01,0:25,0:24,25,
2022,3/11/2022,6:57:18,1092 S I215W NB; MM 21 I215W NB                             ,PI Crash,2,1,4,1.76688,0.001227,0.004711,0.051875,0.051875,0.049016,0.051238,4,1,0.25,7479,278.11,5,5.60%,$17.81 ,$53.69 ,1.14,"$6,151.62 ",AM Peak,2,0.037185453,6:50,6:57,8:15,0:07,0:03,1:25,1:22,85,
2022,3/10/2022,20:52:11,273003 I15 NB; MM 273 I15 NB                                ,PI Crash,2,1,3,5.26608,0.003657,0.003565,0.033206,0.033206,0.045903,0.0661,6,3,0.5,1370,12.47,4,6.80%,$17.81 ,$53.69 ,#N/A,#N/A,Night Off Peak,5,0.00910219,20:50,20:52,21:15,0:02,###############################################################################################################################################################################################################################################################,0:25,0:50,25,
2022,3/10/2022,18:14:12,3380 S I215E SB; MM 2 I215E SB                              ,PD Crash,3,3,6,16.7832,0.011655,0.007303,0.069306,0.069306,0.068102,0.084502,3,2,0.667,2773,458.43,9,11.00%,$17.81 ,$53.69 ,1.35,"$10,769.72 ",PM Peak,4,0.165319149,18:15,18:14,20:05,###############################################################################################################################################################################################################################################################,0:11,1:50,1:39,110,
2022,3/2/2022,16:21:30,14600 S I15 SB,PI Crash,2,1,4,32.9328,0.02287,0.00794,0.049653,0.049653,0.092824,0.083356,6,1,0.167,19742,2363.58,5,14.80%,$17.81 ,$53.69 ,1.36,"$63,370.31 ",PM Peak,4,0.119723432,16:20,16:21,18:40,0:01,1:07,2:20,1:13,140,
2022,3/9/2022,15:33:35,13800 S I15 SB                                              ,PI Crash,2,1,8,5.16672,0.003588,0.000058,0.045428,0.045428,0.047951,0.056146,6,2,0.333,7672,369.31,9,6.90%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.048137383,15:30,15:33,16:30,0:03,###############################################################################################################################################################################################################################################################,1:00,1:09,60,
2022,3/3/2022,7:52:07,5900 S I15 NB,PI Crash,2,2,3,10.8,0.0075,0.003044,0.015891,0.015891,0.035012,0.04375,6,1,0.167,12557,340.65,5,11.20%,$17.81 ,$53.69 ,1.11,"$8,174.84 ",AM Peak,2,0.027128295,7:45,7:52,9:00,0:07,0:45,1:15,0:30,75,
2022,3/9/2022,9:24:37,273997 I15 NB; MM 274 I15 NB                                ,PD Crash,3,2,2,5.69952,0.003958,0.003981,0.02735,0.02735,0.036956,0.061181,6,1,0.167,3821,45.01,4,11.40%,$17.81 ,$53.69 ,1.34,"$1,183.72 ",Afternoon Off Peak,3,0.011779639,9:20,9:24,10:05,0:04,0:01,0:45,0:44,45,
2022,3/9/2022,7:43:41,269011 I15 SB; MM 269 I15 SB                                ,PI Crash,2,2,3,22.09968,0.015347,0.010891,0.068275,0.068275,0.069167,0.069225,6,2,0.333,8251,121.12,5,9.40%,$17.81 ,$53.69 ,1.17,"$3,242.55 ",AM Peak,2,0.014679433,7:40,7:43,9:25,0:03,0:03,1:45,1:42,105,
2022,3/3/2022,7:58:46,I15 SB; MM 276 I15 SB,PD Crash,3,2,2,8.61696,0.005984,0.008727,0.006412,0.006412,0.020613,0.048021,6,1,0.167,4639,18.3,4,15.50%,$17.81 ,$53.69 ,1.17,$406.72 ,AM Peak,2,0.003944816,7:55,7:58,8:25,0:03,0:17,0:30,0:13,30,
2022,3/4/2022,9:15:13,5400 S I15 NB,PI Crash,2,1,5,15.38352,0.010683,0.008275,0.042211,0.042211,0.056389,0.086111,5,3,0.6,5546,468.44,6,10.20%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.084464479,9:15,9:15,10:25,0:00,0:09,1:10,1:01,70,
2022,3/4/2022,17:34:30,14600 S I15 NB ,PD Crash,3,4,2,14.01696,0.009734,0.013206,0.067014,0.067014,0.087373,0.087535,7,2,0.286,12315,997.71,6,4.90%,$17.81 ,$53.69 ,1.34,"$29,982.71 ",PM Peak,4,0.081015834,17:30,17:34,19:40,0:04,0:29,2:10,1:41,130,
2022,3/4/2022,18:58:03,11109 S I15 SB; MM 293 I15 SB,PI Crash,2,1,3,18.49968,0.012847,0.006435,0.036076,0.036076,0.057917,0.058623,6,1,0.167,7938,249.11,4,6.40%,$17.81 ,$53.69 ,#N/A,#N/A,Night Off Peak,5,0.03138196,18:55,18:58,20:15,0:03,0:25,1:20,0:55,80,
2022,3/5/2022,14:51:11,8800 S I15 SB,PI Crash,2,1,2,8.784,0.0061,0.007593,0.051956,0.051956,0.045451,0.099583,7,1,0.143,13885,853.66,3,4.70%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.061480735,14:45,14:51,16:35,0:06,0:29,1:50,1:21,110,
2022,3/8/2022,18:01:12,5300 S I15 SB                                               ,PD Crash,3,3,3,7.43328,0.005162,0.000012,0.013056,0.013056,0.022292,0.061389,6,1,0.167,2494,60.8,6,6.70%,$17.81 ,$53.69 ,1.22,"$1,777.71 ",PM Peak,4,0.024378508,18:00,18:01,18:25,0:01,0:05,0:25,0:20,25,
2022,3/7/2022,20:18:15,274985 I15 SB; MM 275 I15 SB                                ,PI Crash,2,1,3,9.88272,0.006863,0.007303,0.046354,0.046354,0.057882,0.057743,6,3,0.5,2007,39.51,4,8.80%,$17.81 ,$53.69 ,#N/A,#N/A,Night Off Peak,5,0.019686099,20:15,20:18,20:45,0:03,###############################################################################################################################################################################################################################################################,0:30,1:10,30,
2022,3/5/2022,17:45:29,279002 I15 NB; MM 279 I15 NB,PI Crash,2,1,2,13.40064,0.009306,0.009259,0.047581,0.047581,0.057836,0.0464,6,1,0.167,8488,95.77,3,5.00%,$17.81 ,$53.69 ,1.32,"$2,138.90 ",PM Peak,4,0.011282988,17:40,17:45,19:10,0:05,0:16,1:30,1:14,90,
2022,3/6/2022,8:53:03,269012 I15 NB; MM 269 I15 NB,PD Crash,3,2,2,26.35056,0.018299,0.011551,0.061771,0.061771,0.063681,0.165625,7,3,0.429,2362,208.92,4,14.00%,$17.81 ,$53.69 ,1.11,"$3,551.94 ",AM Peak,2,0.088450466,8:50,8:53,10:35,0:03,0:13,1:45,1:32,105,
2022,3/6/2022,10:55:50,274983 I15 NB; MM 275 I15 NB     ,PI Crash,2,1,6,5.51664,0.003831,0.000359,0.054282,0.054282,0.007801,0.114248,6,2,0.333,1981,21.89,7,9.10%,$17.81 ,$53.69 ,1.34,$474.87 ,Afternoon Off Peak,3,0.011049975,10:55,10:55,11:35,0:00,###############################################################################################################################################################################################################################################################,0:40,1:19,40,
2022,3/9/2022,6:59:12,269012 I15 NB; MM 268 I15 NB                                ,PI Crash,2,2,3,9.01728,0.006262,0.00978,0.056111,0.056111,0.061007,0.031736,5,1,0.2,11909,1194.62,5,11.80%,$17.81 ,$53.69 ,1.11,"$20,829.81 ",AM Peak,2,0.100312369,6:55,6:59,8:55,0:04,0:35,2:00,1:25,120,
2022,3/7/2022,19:28:50,4800 S I15 SB                                               ,PD Crash,3,2,2,14.60016,0.010139,0.007639,0.008449,0.008449,0.045382,0.050579,7,2,0.286,1844,5.12,4,4.30%,$17.81 ,$53.69 ,#N/A,#N/A,Night Off Peak,5,0.002776573,19:25,19:28,19:45,0:03,0:04,0:20,0:16,20,
2022,3/7/2022,17:10:38,256991 I15 SB; MM 257 I15 SB                                ,PI Crash,2,1,3,18.8496,0.01309,0.006412,0.03706,0.03706,0.034826,0.056343,3,2,0.667,5473,363.83,4,12.60%,$17.81 ,$53.69 ,1.22,"$6,909.29 ",PM Peak,4,0.066477252,17:10,17:10,18:10,0:00,0:06,1:00,0:54,60,
2022,3/7/2022,16:31:08,5000 S I15 SB                                               ,PD Crash,3,2,3,11.46672,0.007963,0.002639,0.011019,0.011019,0.011539,0.064907,6,2,0.333,4057,148.77,5,5.30%,$17.81 ,$53.69 ,1.22,"$3,061.18 ",PM Peak,4,0.036669953,16:30,16:31,17:00,0:01,0:13,0:30,0:17,30,
2022,3/7/2022,7:11:26,1895 E I80 EB; MM 126 I80 EB,PD Crash,3,2,4,13.96656,0.009699,0.009387,0.026782,0.026782,0.028553,0.06816,3,3,1,7159,434.95,6,7.60%,$17.81 ,$53.69 ,1.14,"$8,159.81 ",AM Peak,2,0.060755692,7:10,7:11,8:45,0:01,0:55,1:35,0:40,95,
2022,4/1/2022,13:52:20,2900 S I15 NB,PD Crash,3,2,3,0,0,0.000093,0.05463,0.05463,0.051933,0.052419,6,2,0.333,11673,858.71,5,8.20%,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,0.07356378,13:45,13:52,15:45,0:07,0:34,2:00,1:26,120,
2022,3/11/2022,16:09:35,3330 S I15 NB                                               ,PD Crash,3,1,3,7.40016,0.005139,0.005139,0.059317,0.059317,0.021898,0.043646,,,#DIV/0!,,,4,,$17.81 ,$53.69 ,1.32, $-   ,PM Peak,4,,,16:09,,16:09,###############################################################################################################################################################################################################################################################,0:00,17:35,0,
2022,3/16/2022,17:14:00,I15 SB 282 OFR                                              ,PI Crash,2,1,4,17.66736,0.012269,0.009514,0.023611,0.023611,0.026157,0.074259,,,#DIV/0!,,,5,,$17.81 ,$53.69 ,1.36, $-   ,PM Peak,4,,,17:14,,17:14,###############################################################################################################################################################################################################################################################,0:00,17:48,0,
2022,3/17/2022,11:23:41,255017 I15 NB; MM 257 I15 NB                                ,PI Crash,2,4,4,15.01632,0.010428,0.011111,0.138414,0.138414,0.128044,0.164676,,,#DIV/0!,,,8,,$17.81 ,$53.69 ,1.34, $-   ,Afternoon Off Peak,3,,,11:23,,11:23,###############################################################################################################################################################################################################################################################,0:00,14:43,0,
2022,3/17/2022,11:46:50,255017 I15 NB; MM 255 I15 NB                                ,PI Crash,2,2,2,27.29952,0.018958,0.006181,0.109144,0.109144,0.121088,0.154803,,,#DIV/0!,,,4,,$17.81 ,$53.69 ,#N/A,#N/A,Afternoon Off Peak,3,,,11:46,,11:46,###############################################################################################################################################################################################################################################################,0:00,14:24,0,
2022,3/17/2022,16:56:33,I15 SB 3300 S OFR;ATTN RETAINING WALL                       ,PI Crash,2,1,5,5.3496,0.003715,0.005706,0.048229,0.048229,0.044931,0.149051,,,#DIV/0!,,,6,,$17.81 ,$53.69 ,1.22, $-   ,PM Peak,4,,,16:56,,16:56,###############################################################################################################################################################################################################################################################,0:00,18:06,0,
2022,3/18/2022,17:25:01,270004 I15 NB; MM 270 I15 NB                                ,PD Crash,3,1,3,#VALUE!,################,0,0.003461,0.003461,0.003194,0.040324,,,#DIV/0!,,,4,,$17.81 ,$53.69 ,1.32, $-   ,PM Peak,4,,,17:25,,17:25,###############################################################################################################################################################################################################################################################,0:00,17:30,0,
2022,3/1/2022,16:56:42,5300 S I15 SB; BLOCKING                                     ,PI Crash,2,1,5,7.03296,0.004884,0.003553,0.021736,0.021736,0.049792,0.049595,,,#DIV/0!,,,6,,$17.81 ,$53.69 ,#N/A,#N/A,PM Peak,4,,,16:56,,16:56,###############################################################################################################################################################################################################################################################,0:00,17:28,0,
