Year,Date,Time,Location, Crash Type ,Crash Type #,Number of IMT Teams,Number of UHP Teams,RT,Response Time IMT,Response Time UHP,RCT for IMT,RCT for  UHP,ICT for IMT,ICT for  UHP,Lanes at Bottleneck,Number of Lanes Closed,,Affected Volume,Total Excess Travel Time,Total Teams,% Trucks, Individual Hourly Cost , Truck Hourly Cost ,AVO,Cost ($),Time Range,Time Range #,Excess Travel Time Per Vehicle (hours) ,T0,T1,T7,T1-T0,T7-T5,T7-T0,T5-T0,T7-T0 mod,
2018,3/14/2018,7:08:27,11100 S I15 NB                                              ,PD Crash,3,1,2,0.03312,0.000023,0.000069,0.00316,0.00316,0.006725,0.039444,5,4,0.8,6477,321.24,3,6.88%,$17.81 ,$53.69 ,1.11,"$7,100.32 ",AM Peak,2,0.0496,7:05,7:08,7:55,0:03,0:42,0:50,0:08,50,
2018,3/15/2018,12:18:41,7682 E I80 WB                                               ,PI Crash,2,2,3,7.48368,0.005197,0.006701,0.044664,0.044664,0.056632,0.08184,3,2,0.667,1662,14.69,5,13.45%,$17.81 ,$53.69 ,1.35,$411.77 ,Afternoon Off Peak,3,0.0088,12:18,12:18,13:25,0:00,0:02,1:07,1:05,67,
2018,3/15/2018,12:49:41,2800 S I215E NB                                             ,PI Crash,2,1,3,3.69936,0.002569,0.007407,0.014803,0.014803,0.035475,0.092095,3,1,0.333,1074,-0.83,4,5.96%,$17.81 ,$53.69 ,1.35,($21.42),Afternoon Off Peak,3,-0.0008,12:49,12:49,13:15,0:00,0:04,0:26,0:22,26,
2018,3/15/2018,16:48:01,4100 S I215E NB                                             ,PD Crash,3,2,2,30.83328,0.021412,0.011146,0.056933,0.056933,0.060532,0.074005,3,1,0.333,4605,700.07,4,9.70%,$17.81 ,$53.69 ,1.27,"$17,944.63 ",PM Peak,4,0.152,16:45,16:48,18:25,0:03,0:15,1:40,1:25,100,
2018,3/16/2018,5:41:27,253007 I15 SB                                               ,Fatal,1,2,9,39.31632,0.027303,0.011181,0.158021,0.158021,0.178299,0.231748,3,3,1,8661,1699.01,11,6.88%,$17.81 ,$53.69 ,1.36,"$44,597.36 ",Morning Off Peak,1,0.1962,5:40,5:41,9:35,0:01,0:06,3:55,3:49,235,
2018,3/16/2018,11:34:20,5400 S I15 NB                                               ,PD Crash,3,1,3,12.03264,0.008356,0.004028,0.008796,0.008796,0.013113,0.036991,5,2,0.4,5532,104.46,4,10.06%,$17.81 ,$53.69 ,1.34,"$2,806.31 ",Afternoon Off Peak,3,0.0189,11:30,11:34,12:15,0:04,0:28,0:45,0:17,45,
2018,3/20/2018,16:36:59,12500 S I15 NB                                              ,PD Crash,3,1,3,19.83312,0.013773,0.009491,0.011817,0.011817,0.058808,0.060509,6,2,0.333,10807,487.64,4,7.96%,$17.81 ,$53.69 ,1.32,"$12,634.98 ",PM Peak,4,0.0451,16:35,16:36,18:10,0:01,1:16,1:35,0:19,95,
2018,3/21/2018,8:44:13,279002 I15 NB                                               ,PD Crash,3,2,4,9.0504,0.006285,0.011968,0.014433,0.014433,0.021169,0.054433,5,2,0.4,5861,262.34,6,6.88%,$17.81 ,$53.69 ,1.11,"$5,798.46 ",AM Peak,2,0.0448,8:40,8:44,9:45,0:04,0:40,1:05,0:25,65,
2018,3/21/2018,9:08:23,274983 I15 NB; MM 275 I15 NB                                ,PI Crash,2,3,3,11.14992,0.007743,0.003519,0.024039,0.024039,0.034942,0.039201,6,1,0.167,3407,75.22,6,10.06%,$17.81 ,$53.69 ,1.11,"$1,743.64 ",AM Peak,2,0.0221,9:05,9:08,9:40,0:03,###############################################################################################################################################################################################################################################################,0:35,0:38,35,
2018,3/21/2018,16:05:40,1746 N I15 NB; MM 311 I15 NB                                ,PI Crash,2,1,2,13.96656,0.009699,0.008067,0.043287,0.043287,0.043738,0.080787,4,1,0.25,10792,2629.85,3,7.96%,$17.81 ,$53.69 ,1.32,"$68,140.62 ",PM Peak,4,0.2437,16:05,16:05,17:25,0:00,0:17,1:20,1:03,80,
2018,3/26/2018,9:27:01,11400 S I15 SB                                              ,PD Crash,3,2,1,2.916,0.002025,0.006898,0.043738,0.043738,0.044745,0.044861,6,1,0.167,7337,198.83,3,10.06%,$17.81 ,$53.69 ,1.36,"$5,405.25 ",Afternoon Off Peak,3,0.0271,9:30,9:27,10:35,###############################################################################################################################################################################################################################################################,0:05,1:05,1:00,65,
2018,3/26/2018,16:30:35,2336 N I15 NB                                               ,PI Crash,2,2,2,9.69984,0.006736,0.008206,0.03015,0.03015,0.035775,0.083275,4,3,0.75,15160,1638.21,4,7.96%,$17.81 ,$53.69 ,1.32,"$42,446.77 ",PM Peak,4,0.1081,16:30,16:30,18:35,0:00,1:21,2:05,0:44,125,
2018,3/27/2018,7:54:48,280003 I15 NB                                               ,PI Crash,2,1,3,11.68272,0.008113,0.003831,0.01125,0.01125,0.02985,0.030046,5,3,0.6,11241,1125.86,4,6.88%,$17.81 ,$53.69 ,1.11,"$24,884.72 ",AM Peak,2,0.1002,7:40,7:54,9:35,0:14,1:24,1:55,0:31,115,
2018,3/27/2018,16:18:37,50 S I15 NB                                                 ,PI Crash,2,1,2,11.05056,0.007674,0.005914,0.026655,0.026655,0.026157,0.073345,4,1,0.25,12787,484,3,7.96%,$17.81 ,$53.69 ,1.32,"$12,540.66 ",PM Peak,4,0.0379,16:18,16:18,17:55,0:00,0:58,1:37,0:39,97,
2018,3/28/2018,12:56:50,5300 S I15 NB                                               ,PI Crash,2,2,6,4.93344,0.003426,0.001921,0.06331,0.06331,0.068808,0.068796,5,2,0.4,11769,1611,8,10.06%,$17.81 ,$53.69 ,1.34,"$43,279.36 ",Afternoon Off Peak,3,0.1369,12:56,12:56,14:40,0:00,0:12,1:44,1:32,104,
2018,3/29/2018,8:32:33,278101 I15 NB; MM 278 I15 NB                                ,PD Crash,3,2,5,11.23344,0.007801,0.002662,0.005174,0.005174,0.025579,0.028241,5,1,0.2,5988,166.39,7,6.88%,$17.81 ,$53.69 ,1.11,"$3,677.69 ",AM Peak,2,0.0278,8:25,8:32,9:20,0:07,0:40,0:55,0:15,55,
2018,3/29/2018,14:32:33,2700 S I15 NB                                               ,PD Crash,3,2,2,12.25008,0.008507,0.016528,0.044063,0.044063,0.031944,0.031921,4,1,0.25,8455,272.25,4,10.06%,$17.81 ,$53.69 ,1.34,"$7,313.97 ",Afternoon Off Peak,3,0.0322,14:30,14:32,15:35,0:02,###############################################################################################################################################################################################################################################################,1:05,1:06,65,
2018,3/29/2018,17:48:02,8000 S I15 SB                                               ,PI Crash,2,1,3,11.58336,0.008044,0.004734,0.046505,0.046505,0.05059,0.052199,4,3,0.75,10240,1180.06,4,7.96%,$17.81 ,$53.69 ,1.22,"$28,641.43 ",PM Peak,4,0.1152,17:45,17:48,19:10,0:03,0:15,1:25,1:10,85,
2018,4/2/2018,9:20:28,7200 S I15 NB                                               ,PD Crash,3,3,4,12.816,0.0089,0.004144,0.010787,0.010787,0.074132,0.074051,5,4,0.8,11478,2153.62,7,10.06%,$17.81 ,$53.69 ,1.34,"$57,856.79 ",Afternoon Off Peak,3,0.1876,9:20,9:20,11:10,0:00,1:34,1:50,0:16,110,
2018,4/3/2018,15:10:17,8800 S I15 NB                                               ,PD Crash,3,1,1,8.1,0.005625,0.00809,0.01022,0.01022,0.022998,0.061065,4,2,0.5,9550,2820.27,2,10.06%,$17.81 ,$53.69 ,1.34,"$75,766.28 ",Afternoon Off Peak,3,0.2953,15:10,15:10,16:40,0:00,1:15,1:30,0:15,90,
2018,4/6/2018,12:58:48,10600 S I15 NB                                              ,PI Crash,2,2,2,16.08336,0.011169,0.008611,0.007778,0.007778,0.047477,0.042917,7,2,0.286,7343,691.91,4,10.06%,$17.81 ,$53.69 ,1.34,"$18,588.09 ",Afternoon Off Peak,3,0.0942,13:00,12:58,14:10,###############################################################################################################################################################################################################################################################,1:00,1:10,0:10,70,
2018,4/10/2018,15:48:28,2961 S I15 NB                                               ,PD Crash,3,1,4,22.51728,0.015637,0.011447,0.030231,0.030231,0.029977,0.061597,6,2,0.333,6307,747.17,5,7.96%,$17.81 ,$53.69 ,1.34,"$19,604.49 ",Afternoon Off Peak,3,0.1185,15:45,15:48,16:50,0:03,0:18,1:05,0:47,65,
2018,4/10/2018,16:41:34,281930 I15 NB                                               ,PD Crash,3,2,2,14.21712,0.009873,0.003507,0.007245,0.007245,0.042998,0.047106,7,1,0.143,9934,603.58,4,7.96%,$17.81 ,$53.69 ,1.32,"$15,639.04 ",PM Peak,4,0.0608,16:35,16:41,17:45,0:06,0:53,1:10,0:17,70,
2018,4/10/2018,17:21:07,1767 S I215W SB                                             ,PI Crash,2,2,4,#VALUE!,###############################################################################################################################################################################################################################################################,0.004988,0.006863,0.006863,0.006794,0.05338,4,2,0.5,1783,39.71,6,9.70%,$17.81 ,$53.69 ,1.27,"$1,017.87 ",PM Peak,4,0.0223,17:20,17:21,17:35,0:01,0:04,0:15,0:11,15,
2018,4/10/2018,16:15:43,7800 S I15 NB                                               ,PD Crash,3,2,6,25.53264,0.017731,0.005625,0.030058,0.030058,0.086238,0.086238,6,2,0.333,14081,4641.95,8,7.96%,$17.81 ,$53.69 ,1.32,"$120,275.06 ",PM Peak,4,0.3297,16:15,16:15,17:55,0:00,0:56,1:40,0:44,100,
2018,4/10/2018,17:24:03,3300 S I15 SB                                               ,PD Crash,3,1,3,#VALUE!,###############################################################################################################################################################################################################################################################,0.000046,0.017326,0.017326,0.016644,0.040243,6,2,0.333,5836,436.97,4,7.96%,$17.81 ,$53.69 ,1.22,"$10,605.77 ",PM Peak,4,0.0749,17:25,17:24,18:25,###############################################################################################################################################################################################################################################################,0:36,1:00,0:24,60,
2018,4/11/2018,18:17:38,7400 S I15 SB                                               ,PI Crash,2,1,1,12.816,0.0089,0.003206,0.005116,0.005116,0.018067,0.049421,7,1,0.143,4280,88.3,2,6.18%,$17.81 ,$53.69 ,1.22,"$2,092.87 ",PM Peak,4,0.0206,18:15,18:17,18:50,0:02,0:25,0:35,0:10,35,
2018,4/12/2018,10:10:38,2100 S I215W NB                                             ,PI Crash,2,1,3,9,0.00625,0.000266,0.012755,0.012755,0.034213,0.034155,4,1,0.25,1235,18.16,4,5.96%,$17.81 ,$53.69 ,1.35,$468.72 ,Afternoon Off Peak,3,0.0147,10:10,10:10,10:30,0:00,0:01,0:20,0:19,20,
2018,4/13/2018,5:37:50,12300 S I15 NB                                              ,PD Crash,3,1,3,69.75072,0.048438,0.000012,0.06331,0.06331,0.062905,0.065856,6,4,0.667,20653,5247.08,4,6.88%,$17.81 ,$53.69 ,1.34,"$135,990.32 ",Morning Off Peak,1,0.2541,5:35,5:37,9:50,0:02,2:41,4:15,1:34,255,
2018,4/16/2018,12:22:15,284059 I15 NB; MM 284 I15 NB                                ,PI Crash,2,1,6,24.20064,0.016806,0.004074,0.004688,0.004688,0.038854,0.038819,7,1,0.143,2424,51.07,7,10.06%,$17.81 ,$53.69 ,1.34,"$1,371.99 ",Afternoon Off Peak,3,0.0211,12:25,12:22,13:10,###############################################################################################################################################################################################################################################################,0:41,0:45,0:04,45,
2018,4/16/2018,11:01:25,1767 N I15 SB                                               ,PD Crash,3,1,3,15.516,0.010775,0.008588,0.021238,0.021238,0.046169,0.046169,4,1,0.25,2465,108.42,4,10.06%,$17.81 ,$53.69 ,1.36,"$2,947.43 ",Afternoon Off Peak,3,0.044,11:00,11:01,11:35,0:01,0:03,0:35,0:32,35,
2018,4/18/2018,8:56:39,7700 S I15 SB                                               ,PD Crash,3,2,2,7.48368,0.005197,0.003009,0.006493,0.006493,0.028391,0.051007,7,7,1,4954,222.56,4,6.88%,$17.81 ,$53.69 ,1.17,"$5,140.68 ",AM Peak,2,0.0449,8:55,8:56,9:45,0:01,0:39,0:50,0:11,50,
2018,4/24/2018,7:54:36,12900 S I15 NB                                              ,PD Crash,3,2,4,15.55056,0.010799,0.006366,0.005139,0.005139,0.02978,0.046111,7,2,0.286,10316,696.61,6,6.88%,$17.81 ,$53.69 ,1.11,"$15,397.07 ",AM Peak,2,0.0675,7:55,7:54,9:50,###############################################################################################################################################################################################################################################################,1:48,1:55,0:07,115,
2018,4/24/2018,17:34:43,285054 I15 SB                                               ,PI Crash,2,1,3,#VALUE!,###############################################################################################################################################################################################################################################################,0.007477,0.03978,0.03978,0.014931,0.046458,6,1,0.167,7844,574.51,4,7.96%,$17.81 ,$53.69 ,1.22,"$13,944.02 ",PM Peak,4,0.0732,17:35,17:34,18:55,###############################################################################################################################################################################################################################################################,0:23,1:20,0:57,80,
2018,4/25/2018,9:20:53,14100 S I15 NB,PI Crash,2,2,4,13.21632,0.009178,0.007188,0.023692,0.023692,0.050706,0.050544,6,2,0.333,7295,621.42,6,10.06%,$17.81 ,$53.69 ,1.34,"$16,694.39 ",Afternoon Off Peak,3,0.0852,9:15,9:20,10:40,0:05,0:45,1:25,0:40,85,
2018,4/25/2018,17:17:56,4500 S I15 SB                                               ,PI Crash,2,3,4,12.18384,0.008461,0.003785,0.029213,0.029213,0.040394,0.063681,7,2,0.286,6424,976.15,7,7.96%,$17.81 ,$53.69 ,1.22,"$23,692.29 ",PM Peak,4,0.152,17:15,17:17,18:20,0:02,0:20,1:05,0:45,65,
2018,4/25/2018,17:29:37,380 N I15 NB                                                ,PI Crash,2,1,1,#VALUE!,###############################################################################################################################################################################################################################################################,0.007384,0.015544,0.015544,0.010012,0.076134,5,1,0.2,6883,553.38,2,7.96%,$17.81 ,$53.69 ,1.32,"$14,338.33 ",PM Peak,4,0.0804,17:30,17:29,18:30,###############################################################################################################################################################################################################################################################,0:38,1:00,0:22,60,
2018,4/26/2018,13:37:04,285054 I15 SB                                               ,PD Crash,3,2,6,1.8,0.00125,0.001204,0.031204,0.031204,0.060266,0.067928,6,2,0.333,7909,761.74,8,10.06%,$17.81 ,$53.69 ,1.36,"$20,708.11 ",Afternoon Off Peak,3,0.0963,13:40,13:37,14:35,###############################################################################################################################################################################################################################################################,0:13,0:55,0:42,55,
2018,4/26/2018,18:41:54,8000 S I15 NB                                               ,PI Crash,2,3,5,32.91696,0.022859,0.008877,0.041736,0.041736,0.111817,0.162905,6,5,0.833,12529,4098.08,8,6.18%,$17.81 ,$53.69 ,1.34,"$105,349.63 ",Night Off Peak,5,0.3271,18:40,18:41,21:25,0:01,1:43,2:45,1:02,165,
2018,4/27/2018,6:58:43,256997 I15 NB                                               ,PI Crash,2,1,6,42.00048,0.029167,0.006273,0.043947,0.043947,0.060301,0.086829,3,2,0.667,2271,573.36,7,6.88%,$17.81 ,$53.69 ,1.11,"$12,672.89 ",AM Peak,2,0.2525,7:00,6:58,8:00,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,1:00,1:02,60,
2018,4/27/2018,12:57:33,279002 I15 NB                                               ,PI Crash,2,1,3,7.34976,0.005104,0.00816,0.008646,0.008646,###############################################################################################################################################################################################################################################################,0.030741,6,3,0.5,4279,92.96,4,10.06%,$17.81 ,$53.69 ,1.34,"$2,497.36 ",Afternoon Off Peak,3,0.0217,12:55,12:57,13:45,0:02,0:35,0:50,0:15,50,
2018,5/1/2018,6:50:18,269012 I15 SB,PI Crash,2,1,5,3.58272,0.002488,0,0.034514,0.034514,0.034688,0.081863,5,1,0.2,5868,146.6,6,6.88%,$17.81 ,$53.69 ,1.17,"$3,386.16 ",AM Peak,2,0.025,6:50,6:50,7:45,0:00,0:05,0:55,0:50,55,
2018,5/1/2018,17:35:29,382 S I215W SB                                              ,PI Crash,2,2,3,20.29968,0.014097,0.005683,0.064248,0.064248,0.064271,0.097477,5,5,1,2696,449.68,5,9.70%,$17.81 ,$53.69 ,1.27,"$11,526.47 ",PM Peak,4,0.1668,17:35,17:35,19:10,0:00,0:02,1:35,1:33,95,
2018,5/2/2018,15:23:34,10000 S I15 NB                                              ,PD Crash,3,1,4,16.31664,0.011331,0.008299,0.009329,0.009329,0.046331,0.137963,6,2,0.333,23063,3268.53,5,10.06%,$17.81 ,$53.69 ,1.34,"$87,808.74 ",Afternoon Off Peak,3,0.1417,15:20,15:23,19:05,0:03,3:28,3:45,0:17,225,
2018,5/2/2018,15:55:00,2200 S I15 NB,PD Crash,3,1,2,10.39968,0.007222,0.007083,0.00625,0.00625,0.015648,0.047269,4,2,0.5,2382,32.11,3,7.96%,$17.81 ,$53.69 ,1.32,$831.98 ,PM Peak,4,0.0135,15:55,15:55,16:10,0:00,0:06,0:15,0:09,15,
2018,5/3/2018,9:13:30,5800 S I15 SB,PD Crash,3,1,1,5.16672,0.003588,0.006204,0.004514,0.004514,0.00919,0.034178,6,2,0.333,3391,82.77,2,10.06%,$17.81 ,$53.69 ,1.36,"$2,250.13 ",Afternoon Off Peak,3,0.0244,9:10,9:13,9:35,0:03,0:15,0:25,0:10,25,
2018,5/3/2018,13:51:18,8900 S I15 NB                                               ,PI Crash,2,1,3,23.23296,0.016134,0.012188,0.014375,0.014375,0.028299,0.064595,6,1,0.167,22548,385.17,4,10.06%,$17.81 ,$53.69 ,1.34,"$10,347.55 ",Afternoon Off Peak,3,0.0171,13:51,13:51,16:35,0:00,2:23,2:44,0:21,164,
2018,5/3/2018,17:27:16,279000 I15 SB,PI Crash,2,1,3,12.5496,0.008715,0.007326,0.012315,0.012315,0.031979,0.032269,5,2,0.4,4604,1308.62,4,7.96%,$17.81 ,$53.69 ,1.22,"$31,761.73 ",PM Peak,4,0.2842,17:25,17:27,18:00,0:02,0:15,0:35,0:20,35,
2018,5/4/2018,7:27:56,1350 S I215W NB,PI Crash,2,1,1,21.58272,0.014988,0.005463,0.022269,0.022269,0.016424,0.040035,5,1,0.2,1099,6.81,2,5.40%,$17.81 ,$53.69 ,1.14,$150.54 ,AM Peak,2,0.0062,7:20,7:27,7:30,0:07,###############################################################################################################################################################################################################################################################,0:10,0:40,10,
2018,5/4/2018,14:20:42,400 E I80  WB,PD Crash,3,1,3,13.51728,0.009387,0.003414,0.051597,0.051597,0.01684,0.103738,5,2,0.4,7086,37.55,4,13.45%,$17.81 ,$53.69 ,1.35,"$1,052.56 ",Afternoon Off Peak,3,0.0053,14:20,14:20,15:40,0:00,0:05,1:20,1:15,80,
2018,5/4/2018,15:07:43,2100 S I15 SB,PI Crash,2,1,2,22.95072,0.015938,0.014144,0.05228,0.05228,0.06265,0.091146,4,3,0.75,7945,502.45,3,10.06%,$17.81 ,$53.69 ,1.36,"$13,659.24 ",Afternoon Off Peak,3,0.0632,15:07,15:07,16:35,0:00,0:12,1:28,1:16,88,
2018,5/8/2018,12:13:59,7762 E I80 EB,PD Crash,3,2,5,13.79952,0.009583,0.003704,0.011817,0.011817,0.019514,0.090324,3,2,0.667,741,7.59,7,13.45%,$17.81 ,$53.69 ,1.35,$212.75 ,Afternoon Off Peak,3,0.0102,12:13,12:13,12:40,0:00,0:09,0:27,0:18,27,
2018,5/9/2018,14:24:06,8600 S I15 SB,PD Crash,3,2,4,2.3832,0.001655,0.006632,0.016597,0.016597,0.04912,0.095972,4,4,1,4308,729.7,6,10.06%,$17.81 ,$53.69 ,1.36,"$19,837.10 ",Afternoon Off Peak,3,0.1694,14:24,14:24,14:55,0:00,0:07,0:31,0:24,31,
2018,5/9/2018,17:54:34,264991 I15 SB,PD Crash,3,1,2,24.81696,0.017234,0.006771,0.023218,0.023218,0.045903,0.093414,4,1,0.25,5148,202.18,3,7.96%,$17.81 ,$53.69 ,1.22,"$4,907.14 ",PM Peak,4,0.0393,17:54,17:54,18:45,0:00,0:17,0:51,0:34,51,
2018,5/11/2018,7:33:49,3300 S I15 NB,PD Crash,3,2,3,0.684,0.000475,0.001123,0.030683,0.030683,0.041551,0.044479,4,2,0.5,9329,1058.3,5,6.88%,$17.81 ,$53.69 ,1.11,"$23,391.45 ",AM Peak,2,0.1134,7:33,7:33,8:55,0:00,0:37,1:22,0:45,82,
2018,5/15/2018,16:15:17,2500 S I15 SB,PD Crash,3,1,4,16.5672,0.011505,0.003623,0.003275,0.003275,0.027338,0.069792,4,2,0.5,4291,111.04,5,7.96%,$17.81 ,$53.69 ,1.22,"$2,695.07 ",PM Peak,4,0.0259,16:15,16:15,16:50,0:00,0:30,0:35,0:05,35,
2018,5/16/2018,8:01:14,525 E I215S WB,PI Crash,2,3,5,15.16608,0.010532,0.004757,0.082477,0.082477,0.089317,0.122824,3,3,1,9089,753,8,5.40%,$17.81 ,$53.69 ,1.14,"$16,653.10 ",AM Peak,2,0.0829,8:00,8:01,10:00,0:01,0:00,2:00,2:00,120,
2018,5/17/2018,10:54:18,272499 I15 SB,Fatal,1,4,12,10.66608,0.007407,0.005324,0.119931,0.119931,0.127928,0.447153,5,4,0.8,11789,7192,16,10.06%,$17.81 ,$53.69 ,1.36,"$195,516.53 ",Afternoon Off Peak,3,0.6101,10:54,10:54,13:35,0:00,###############################################################################################################################################################################################################################################################,2:41,2:53,161,
2018,5/21/2018,13:54:11,1100 S I15 SB,PD Crash,3,1,2,19.06704,0.013241,0,0.0089,0.0089,0.033912,0.091123,5,1,0.2,3187,27.52,3,10.06%,$17.81 ,$53.69 ,1.36,$748.14 ,Afternoon Off Peak,3,0.0086,13:50,13:54,14:20,0:04,0:13,0:30,0:17,30,
2018,5/22/2018,17:36:01,266048 I15 SB                                               ,PD Crash,3,1,3,25.10064,0.017431,0.007199,0.009711,0.009711,0.036505,0.047303,5,3,0.6,7310,293.42,4,7.96%,$17.81 ,$53.69 ,1.22,"$7,121.64 ",PM Peak,4,0.0401,17:33,17:36,18:45,0:03,0:55,1:12,0:17,72,
2018,5/22/2018,16:12:14,14931 S I15 NB                                              ,PI Crash,2,3,6,21.04992,0.014618,0.005185,0.038727,0.038727,0.08566,0.151204,6,4,0.667,13926,1446.21,9,7.96%,$17.81 ,$53.69 ,1.32,"$37,471.97 ",PM Peak,4,0.1038,16:10,16:12,18:30,0:02,1:22,2:20,0:58,140,
2018,5/22/2018,12:39:32,278101 I15 NB,PD Crash,3,2,6,45.61632,0.031678,0.00272,0.087824,0.087824,0.094803,0.135486,5,2,0.4,11551,1513.49,8,10.06%,$17.81 ,$53.69 ,1.34,"$40,659.76 ",Afternoon Off Peak,3,0.131,12:37,12:39,15:05,0:02,0:19,2:28,2:09,148,
2018,5/23/2018,17:58:06,278066 I15 SB                                               ,PD Crash,3,1,4,15.53328,0.010787,0.008681,0.045764,0.045764,0.056366,0.06478,6,2,0.333,6475,512.4,5,7.96%,$17.81 ,$53.69 ,1.22,"$12,436.54 ",PM Peak,4,0.0791,17:58,17:58,19:20,0:00,0:16,1:22,1:06,82,
2018,5/23/2018,16:27:47,3800 W I80 EB                                               ,PI Crash,2,1,4,13.43376,0.009329,0.008345,0.055012,0.055012,0.048588,0.066551,3,1,0.333,3749,97.45,5,9.97%,$17.81 ,$53.69 ,1.27,"$2,505.97 ",PM Peak,4,0.026,16:25,16:27,17:45,0:02,###############################################################################################################################################################################################################################################################,1:20,1:22,80,
2018,5/24/2018,15:24:32,9000 S I15 NB                                               ,PD Crash,3,1,1,12.61728,0.008762,0.019444,0.025324,0.025324,0.055544,0.05897,5,1,0.2,4673,2036.04,2,10.06%,$17.81 ,$53.69 ,1.34,"$54,698.02 ",Afternoon Off Peak,3,0.4357,15:20,15:24,15:50,0:04,###############################################################################################################################################################################################################################################################,0:30,0:41,30,
2018,5/25/2018,14:19:30,278066 I15 SB                                               ,PD Crash,3,2,4,3.13344,0.002176,0.002095,0.036458,0.036458,0.049132,0.044757,7,3,0.429,10606,3560.42,6,10.06%,$17.81 ,$53.69 ,1.36,"$96,791.01 ",Afternoon Off Peak,3,0.3357,14:15,14:19,15:40,0:04,0:28,1:25,0:57,85,
2018,5/29/2018,17:24:18,1800 S I15 NB                                               ,PD Crash,3,1,3,25.21728,0.017512,0.004826,0.012292,0.012292,0.035683,0.035833,5,2,0.4,7935,281.45,4,7.96%,$17.81 ,$53.69 ,1.32,"$7,292.50 ",PM Peak,4,0.0355,17:20,17:24,18:25,0:04,0:43,1:05,0:22,65,
2018,5/29/2018,7:08:23,279002 I15 NB                                               ,PI Crash,2,1,5,27.88272,0.019363,0.004711,0.042095,0.042095,0.044352,0.246424,5,3,0.6,10557,1404.61,6,6.88%,$17.81 ,$53.69 ,1.11,"$31,045.90 ",AM Peak,2,0.1331,7:05,7:08,8:55,0:03,0:46,1:50,1:04,110,
2018,5/30/2018,15:25:45,600 S I15 NB                                                ,PI Crash,2,3,4,26.21664,0.018206,0.005787,0.077951,0.077951,0.077836,0.156771,5,3,0.6,19376,6338.41,7,10.06%,$17.81 ,$53.69 ,1.34,"$170,280.77 ",Afternoon Off Peak,3,0.3271,15:25,15:25,18:45,0:00,1:27,3:20,1:53,200,
2018,5/30/2018,15:29:22,4934 W I80 WB; MM 114 I80 WB                                ,PI Crash,2,1,3,5.10048,0.003542,0.012095,0.051829,0.051829,0.046898,0.045926,4,1,0.25,1359,18.68,4,13.45%,$17.81 ,$53.69 ,1.35,$523.62 ,Afternoon Off Peak,3,0.0137,15:25,15:29,16:00,0:04,###############################################################################################################################################################################################################################################################,0:35,1:19,35,
2018,6/1/2018,13:43:14,5605 S I15 NB,PI Crash,2,1,3,15.516,0.010775,0.002998,0.035255,0.035255,0.048067,0.041204,5,1,0.2,6727,285.78,4,10.06%,$17.81 ,$53.69 ,1.34,"$7,677.45 ",Afternoon Off Peak,3,0.0425,13:40,13:43,14:30,0:03,###############################################################################################################################################################################################################################################################,0:50,0:54,50,
2018,6/4/2018,18:23:16,5400 S I15 NB                                               ,PD Crash,3,1,4,8.24976,0.005729,0.000012,0.004676,0.004676,0.046285,0.079988,5,2,0.4,3243,110.41,5,6.18%,$17.81 ,$53.69 ,1.32,"$2,801.42 ",PM Peak,4,0.034,18:20,18:23,18:55,0:03,0:25,0:35,0:10,35,
2018,6/12/2018,16:06:03,900 N I15 NB,PI Crash,2,1,3,9.23328,0.006412,0.006667,0.011771,0.011771,0.013472,0.056377,3,3,1,17452,1253.43,4,7.96%,$17.81 ,$53.69 ,1.32,"$32,476.95 ",PM Peak,4,0.0718,16:05,16:06,18:35,0:01,2:12,2:30,0:18,150,
2018,6/13/2018,8:16:57,1900 S I215W NB,PI Crash,2,2,3,14.9328,0.01037,0.006794,0.05625,0.05625,0.056875,0.05684,2,2,1,3509,35.61,5,5.40%,$17.81 ,$53.69 ,1.14,$787.20 ,AM Peak,2,0.0101,8:15,8:16,8:55,0:01,###############################################################################################################################################################################################################################################################,0:40,1:22,40,
2018,6/15/2018,12:59:15,8000 S I15 NB,PI Crash,2,2,2,23.54976,0.016354,0.014664,0.02066,0.02066,0.062384,0.06235,5,2,0.4,10555,1283.53,4,10.06%,$17.81 ,$53.69 ,1.34,"$34,481.91 ",Afternoon Off Peak,3,0.1216,12:55,12:59,14:30,0:04,1:01,1:35,0:34,95,
2018,6/15/2018,14:56:13,600 N I15 NB,PI Crash,2,1,1,10.4832,0.00728,0.009826,0.019988,0.019988,0.049838,0.050729,5,1,0.2,20647,1108.43,2,10.06%,$17.81 ,$53.69 ,1.34,"$29,777.86 ",Afternoon Off Peak,3,0.0537,14:50,14:56,17:40,0:06,2:15,2:50,0:35,170,
2018,6/18/2018,8:10:02,9000 S I15 SB,PI Crash,2,3,3,11.61648,0.008067,0.006956,0.061088,0.061088,0.067801,0.067801,6,2,0.333,12759,2142.23,6,6.88%,$17.81 ,$53.69 ,1.17,"$49,481.10 ",AM Peak,2,0.1679,8:10,8:10,10:10,0:00,0:32,2:00,1:28,120,
2018,6/18/2018,15:25:22,278101 I15 NB,PD Crash,3,1,1,36.8496,0.02559,0.008738,0.05044,0.05044,0.063507,0.057315,6,1,0.167,12443,425.73,2,10.06%,$17.81 ,$53.69 ,1.34,"$11,437.19 ",Afternoon Off Peak,3,0.0342,15:25,15:25,17:05,0:00,0:27,1:40,1:13,100,
